timestamp,head,Precipitation,Evapotranspiration,recharge,head_t1
2023-02-01 18:00:00,-377.483,1.2,0.0,1.2,
2023-02-01 19:00:00,-378.53,2.2,0.0,2.2,-1.0469999999999686
2023-02-01 20:00:00,-379.29,0.5,0.0,0.5,-0.7600000000000477
2023-02-01 21:00:00,-379.82,0.0,0.0,0.0,-0.5299999999999727
2023-02-01 22:00:00,-380.32,0.0,0.0,0.0,-0.5
2023-02-01 23:00:00,-380.98,0.0,0.0,0.0,-0.660000000000025
2023-02-02 00:00:00,-381.32,0.0,0.0,0.0,-0.339999999999975
2023-02-02 01:00:00,-381.76,0.1,0.0,0.1,-0.4399999999999977
2023-02-02 02:00:00,-382.24,0.5,0.0,0.5,-0.4800000000000182
2023-02-02 03:00:00,-382.65,0.2,0.0,0.2,-0.40999999999996817
2023-02-02 04:00:00,-382.95,0.3,0.0,0.3,-0.30000000000001137
2023-02-02 05:00:00,-383.03,0.8,0.0,0.8,-0.07999999999998408
2023-02-02 06:00:00,-383.46,1.2,0.0,1.2,-0.4300000000000068
2023-02-02 07:00:00,-383.71,0.005,0.01,-0.005,-0.25
2023-02-02 08:00:00,-383.89,0.0,0.06,-0.06,-0.18000000000000682
2023-02-02 09:00:00,-384.21,0.1,0.13,-0.03,-0.3199999999999932
2023-02-02 10:00:00,-384.46,0.005,0.19,-0.185,-0.25
2023-02-02 11:00:00,-384.59,0.0,0.15,-0.15,-0.12999999999999545
2023-02-02 12:00:00,-384.76,0.0,0.13,-0.13,-0.17000000000001592
2023-02-02 13:00:00,-385.08,0.3,0.08,0.21999999999999997,-0.3199999999999932
2023-02-02 14:00:00,-385.31,0.2,0.06,0.14,-0.2300000000000182
2023-02-02 15:00:00,-385.5,0.005,0.05,-0.045000000000000005,-0.18999999999999773
2023-02-02 16:00:00,-385.72,0.0,0.01,-0.01,-0.22000000000002728
2023-02-02 17:00:00,-385.92,0.0,0.0,0.0,-0.19999999999998863
2023-02-02 18:00:00,-386.1,0.0,0.0,0.0,-0.18000000000000682
2023-02-02 19:00:00,-386.26,0.0,0.0,0.0,-0.15999999999996817
2023-02-02 20:00:00,-386.56,0.0,0.0,0.0,-0.30000000000001137
2023-02-02 21:00:00,-386.89,0.0,0.0,0.0,-0.3299999999999841
