timestamp,head,Precipitation,Evapotranspiration,recharge,head_t1
2025-09-15 18:00:00,-3.22,0.005,0.0,0.005,0.008999999999999897
2025-09-15 19:00:00,-3.224,0.3,0.0,0.3,-0.0040000000000000036
2025-09-15 20:00:00,-3.224,0.005,0.0,0.005,0.0
2025-09-15 21:00:00,-3.213,0.005,0.0,0.005,0.01100000000000012
2025-09-15 22:00:00,-3.227,0.1,0.0,0.1,-0.01399999999999979
2025-09-15 23:00:00,-3.226,0.8,0.0,0.8,0.0009999999999998899
2025-09-16 00:00:00,-3.22,0.1,0.0,0.1,0.005999999999999783
2025-09-16 01:00:00,-3.221,0.005,0.0,0.005,-0.0009999999999998899
2025-09-16 02:00:00,-3.227,0.005,0.0,0.005,-0.005999999999999783
2025-09-16 03:00:00,-3.228,0.3,0.0,0.3,-0.001000000000000334
2025-09-16 04:00:00,-3.228,0.1,0.0,0.1,0.0
2025-09-16 05:00:00,-3.229,0.3,0.01,0.29,-0.0009999999999998899
2025-09-16 06:00:00,-3.232,0.3,0.07,0.22999999999999998,-0.0030000000000001137
2025-09-16 07:00:00,-3.227,1.0,0.2,0.8,0.0050000000000003375
2025-09-16 08:00:00,-3.228,0.9,0.32,0.5800000000000001,-0.001000000000000334
2025-09-16 09:00:00,-3.227,1.7,0.34,1.3599999999999999,0.001000000000000334
2025-09-16 10:00:00,-3.229,0.5,0.41,0.09000000000000002,-0.002000000000000224
2025-09-16 11:00:00,-3.227,0.3,0.46,-0.16000000000000003,0.002000000000000224
2025-09-16 12:00:00,-3.228,2.7,0.28,2.42,-0.001000000000000334
2025-09-16 13:00:00,-3.227,0.8,0.4,0.4,0.001000000000000334
2025-09-16 14:00:00,-3.223,0.2,0.36,-0.15999999999999998,0.0040000000000000036
2025-09-16 15:00:00,-3.221,0.005,0.32,-0.315,0.0019999999999997797
2025-09-16 16:00:00,-3.225,0.7,0.1,0.6,-0.0040000000000000036
2025-09-16 17:00:00,-3.226,5.1,0.01,5.09,-0.0009999999999998899
2025-09-16 18:00:00,-3.229,1.3,0.0,1.3,-0.0030000000000001137
2025-09-16 19:00:00,-3.23,0.6,0.0,0.6,-0.0009999999999998899
2025-09-16 20:00:00,-3.224,0.1,0.0,0.1,0.005999999999999783
2025-09-16 21:00:00,-3.217,0.0,0.0,0.0,0.007000000000000117
2025-09-16 22:00:00,-3.224,0.005,0.0,0.005,-0.007000000000000117
2025-09-16 23:00:00,-3.216,0.005,0.0,0.005,0.008000000000000007
2025-09-17 00:00:00,-3.208,0.0,0.0,0.0,0.008000000000000007
2025-09-17 01:00:00,-3.214,0.0,0.0,0.0,-0.005999999999999783
2025-09-17 02:00:00,-3.216,0.0,0.0,0.0,-0.002000000000000224
2025-09-17 03:00:00,-3.213,0.0,0.0,0.0,0.0030000000000001137
2025-09-17 04:00:00,-3.218,0.0,0.0,0.0,-0.004999999999999893
2025-09-17 05:00:00,-3.217,0.0,0.03,-0.03,0.0009999999999998899
2025-09-17 06:00:00,-3.216,0.0,0.15,-0.15,0.0009999999999998899
2025-09-17 07:00:00,-3.221,0.005,0.23,-0.225,-0.004999999999999893
2025-09-17 08:00:00,-3.214,0.4,0.34,0.06,0.007000000000000117
2025-09-17 09:00:00,-3.221,0.5,0.56,-0.06000000000000005,-0.007000000000000117
2025-09-17 10:00:00,-3.22,0.2,0.56,-0.36000000000000004,0.0009999999999998899
2025-09-17 11:00:00,-3.209,0.1,0.88,-0.78,0.01100000000000012
2025-09-17 12:00:00,-3.214,0.4,0.82,-0.41999999999999993,-0.004999999999999893
2025-09-17 13:00:00,-3.206,1.0,0.51,0.49,0.008000000000000007
2025-09-17 14:00:00,-3.207,1.1,0.31,0.79,-0.0009999999999998899
2025-09-17 15:00:00,-3.209,0.8,0.23,0.5700000000000001,-0.002000000000000224
2025-09-17 16:00:00,-3.207,3.1,0.11,2.99,0.002000000000000224
2025-09-17 17:00:00,-3.209,2.4,0.01,2.39,-0.002000000000000224
2025-09-17 18:00:00,-3.206,0.4,0.0,0.4,0.0030000000000001137
2025-09-17 19:00:00,-3.199,0.3,0.0,0.3,0.007000000000000117
2025-09-17 20:00:00,-3.195,0.4,0.0,0.4,0.0040000000000000036
2025-09-17 21:00:00,-3.191,0.4,0.0,0.4,0.0040000000000000036
2025-09-17 22:00:00,-3.19,0.005,0.0,0.005,0.0009999999999998899
2025-09-17 23:00:00,-3.189,0.0,0.0,0.0,0.0009999999999998899
2025-09-18 00:00:00,-3.19,0.4,0.0,0.4,-0.0009999999999998899
2025-09-18 01:00:00,-3.189,2.4,0.0,2.4,0.0009999999999998899
2025-09-18 02:00:00,-3.199,1.3,0.0,1.3,-0.009999999999999787
2025-09-18 03:00:00,-3.193,0.5,0.0,0.5,0.005999999999999783
