DATE,ET
2020-01-01,0.06603010691154451
2020-01-02,0.08351584267814102
2020-01-03,0.10994760826184441
2020-01-04,0.10347782047151942
2020-01-05,0.05940199444409252
2020-01-06,0.1769761689767552
2020-01-07,0.41301870789641604
2020-01-08,0.2361274852863936
2020-01-09,0.0929521397881727
2020-01-10,0.3321832597241694
2020-01-11,0.29481993541700335
2020-01-12,0.14320321853693793
2020-01-13,0.3627519558010681
2020-01-14,0.3327620815261258
2020-01-15,0.10642784605513729
2020-01-16,0.6051881635556459
2020-01-17,0.16165019517411044
2020-01-18,0.36522352297943933
2020-01-19,0.5771965576615302
2020-01-20,0.3288457753976414
2020-01-21,0.2158035357223069
2020-01-22,0.13893654716417853
2020-01-23,0.21509154751593565
2020-01-24,0.09371109617704831
2020-01-25,0.0459264
2020-01-26,0.4368011332479576
2020-01-27,0.2788745026314328
2020-01-28,0.21842797215506998
2020-01-29,0.29849371289861365
2020-01-30,0.3722741417321381
2020-01-31,0.27296400000000004
2020-02-01,0.4204295259803122
2020-02-02,0.13620364930359244
2020-02-03,0.5305766641565571
2020-02-04,0.28710981106254113
2020-02-05,0.7695840275767891
2020-02-06,0.4988905765696522
2020-02-07,0.8688081758248095
2020-02-08,0.3082145046807759
2020-02-09,0.16432214956335012
2020-02-10,0.6929463635604937
2020-02-11,0.27509939141651324
2020-02-12,0.5367233061501988
2020-02-13,0.3134934518371955
2020-02-14,0.5066935149641132
2020-02-15,0.5059551480121535
2020-02-16,0.146554385623563
2020-02-17,0.544231583383201
2020-02-18,0.826542715163212
2020-02-19,0.4596277359506724
2020-02-20,0.3445196795609796
2020-02-21,0.5961345338560818
2020-02-22,0.36436817136078176
2020-02-23,0.4326476499255623
2020-02-24,0.16454608861715003
2020-02-25,0.82464851368923
2020-02-26,0.7012696093902652
2020-02-27,0.22564204560139944
2020-02-28,0.7047863690857137
2020-02-29,0.8897955209927728
2020-03-01,0.991176323926525
2020-03-02,0.3300859742804412
2020-03-03,1.5659176832730182
2020-03-04,1.5344318842383329
2020-03-05,0.4973126372140567
2020-03-06,0.8290292553898349
2020-03-07,1.654422544488046
2020-03-08,0.42802620219250137
2020-03-09,1.1420045559649379
2020-03-10,0.4448435467339589
2020-03-11,1.7955939585552185
2020-03-12,1.6483188680650744
2020-03-13,1.4549761576169624
2020-03-14,1.949487163265745
2020-03-15,0.41821685198436476
2020-03-16,1.9710418579212703
2020-03-17,1.8851403635381636
2020-03-18,0.7151836655860201
2020-03-19,0.5778244314978815
2020-03-20,0.6756735093194546
2020-03-21,2.308351284444771
2020-03-22,2.407011941510677
2020-03-23,2.525989206676907
2020-03-24,2.9240412551111064
2020-03-25,3.1663354251594393
2020-03-26,3.2500154348422305
2020-03-27,3.195537966688206
2020-03-28,2.288456767716773
2020-03-29,2.7637258711904646
2020-03-30,1.9220231279995732
2020-03-31,2.9450906225065143
2020-04-01,2.0339411483735956
2020-04-02,2.202513677553049
2020-04-03,1.4413122406706418
2020-04-04,4.303273276294959
2020-04-05,5.106256403341637
2020-04-06,4.577708416291188
2020-04-07,4.924004028010569
2020-04-08,5.105131169583168
2020-04-09,5.096925178504367
2020-04-10,4.189770319722482
2020-04-11,5.178957966031704
2020-04-12,4.738246988759834
2020-04-13,1.6105114959993054
2020-04-14,1.8232044166940116
2020-04-15,4.727529460270096
2020-04-16,5.410854550527413
2020-04-17,4.0808394
2020-04-18,3.9052250347751216
2020-04-19,5.435956935475512
2020-04-20,5.643779007203638
2020-04-21,5.431522434392811
2020-04-22,6.327552329916615
2020-04-23,6.890707146371033
2020-04-24,5.582078503644024
2020-04-25,2.6293617611974507
2020-04-26,5.384214476527529
2020-04-27,5.838328995996145
2020-04-28,0.4376257252409004
2020-04-29,1.5733971242815972
2020-04-30,3.3994274809537117
2020-05-01,2.0298968938920465
2020-05-02,2.6024552288015346
2020-05-03,3.364283974574152
2020-05-04,4.987316661483332
2020-05-05,5.494718200488902
2020-05-06,5.805794420238682
2020-05-07,6.777534067110248
2020-05-08,6.890372495642661
2020-05-09,8.004095739296012
2020-05-10,3.592093704988002
2020-05-11,4.260247680125562
2020-05-12,3.7108721036580072
2020-05-13,3.231471880965903
2020-05-14,3.5650421422182195
2020-05-15,5.056353946567816
2020-05-16,4.012686885150424
2020-05-17,6.947117012404879
2020-05-18,5.126321013103569
2020-05-19,6.31036063321278
2020-05-20,5.341935869846654
2020-05-21,7.8301294292862975
2020-05-22,3.957347535513746
2020-05-23,4.211353534114045
2020-05-24,1.4299988324502826
2020-05-25,6.42780682376563
2020-05-26,8.050654073951117
2020-05-27,6.584438058211981
2020-05-28,6.899864841883505
2020-05-29,7.844475216212133
2020-05-30,9.053922878854843
2020-05-31,7.831540310972905
2020-06-01,6.087317937236999
2020-06-02,9.272256806244904
2020-06-03,5.746573785769777
2020-06-04,2.0779297358077105
2020-06-05,2.2549439674890066
2020-06-06,2.8023612390579666
2020-06-07,2.534023341457923
2020-06-08,4.393266978819555
2020-06-09,3.053625441376348
2020-06-10,5.321716595193712
2020-06-11,2.133609778536647
2020-06-12,6.9002043086910545
2020-06-13,7.085128933499725
2020-06-14,4.947256908227022
2020-06-15,5.450788102646002
2020-06-16,2.884037044798489
2020-06-17,6.715864602873973
2020-06-18,3.8042241262838346
2020-06-19,5.723627389776976
2020-06-20,7.296718763340321
2020-06-21,5.5670866900673595
2020-06-22,7.77034244861501
2020-06-23,9.212612795933365
2020-06-24,10.608965768971073
2020-06-25,10.27476434799353
2020-06-26,9.077970452901354
2020-06-27,3.009761378130013
2020-06-28,5.101994975329994
2020-06-29,2.8168914092502377
2020-06-30,0.8240117215325724
2020-07-01,2.9005790381227428
2020-07-02,4.127366676727741
2020-07-03,4.843369067427022
2020-07-04,0.7648857753595264
2020-07-05,4.068170277307472
2020-07-06,3.573803373458692
2020-07-07,3.950814819532802
2020-07-08,1.3491064
2020-07-09,0.7132602032245342
2020-07-10,3.666622145818346
2020-07-11,5.695280093279691
2020-07-12,5.061834758906775
2020-07-13,8.223096551960849
2020-07-14,2.101068443068413
2020-07-15,6.340161649876586
2020-07-16,3.2252350465997863
2020-07-17,4.484825132638277
2020-07-18,4.529238428493141
2020-07-19,4.491812817873235
2020-07-20,5.951489495405008
2020-07-21,5.729148812009989
2020-07-22,4.5690251059668645
2020-07-23,4.9056737109848125
2020-07-24,3.3564859379940994
2020-07-25,1.5929840172627374
2020-07-26,4.512445838925647
2020-07-27,2.366157381788625
2020-07-28,3.0406491899227164
2020-07-29,3.481583919972953
2020-07-30,7.572171220654147
2020-07-31,9.750850229901042
2020-08-01,4.197970492886294
2020-08-02,5.365795929331556
2020-08-03,2.6600482044363627
2020-08-04,6.719891853300616
2020-08-05,7.401984512635231
2020-08-06,8.459100476623801
2020-08-07,9.412684985729761
2020-08-08,7.611284033900478
2020-08-09,7.043624189245928
2020-08-10,8.560231403139307
2020-08-11,7.6000445647206565
2020-08-12,7.466564423860434
2020-08-13,7.249571476495641
2020-08-14,3.910423153953571
2020-08-15,3.5458514371822507
2020-08-16,6.069960348997497
2020-08-17,3.2827593230003633
2020-08-18,5.029582167010916
2020-08-19,5.338761670350661
2020-08-20,3.640091628881615
2020-08-21,5.07012762594225
2020-08-22,2.989868460885061
2020-08-23,2.654902935087193
2020-08-24,3.8194524229975686
2020-08-25,1.4500848493493406
2020-08-26,1.342105267462905
2020-08-27,2.1932151840625593
2020-08-28,2.390449203517936
2020-08-29,2.394504995328095
2020-08-30,1.5102316761680972
2020-08-31,2.3050997955774504
2020-09-01,1.6446491448612608
2020-09-02,5.24697126566292
2020-09-03,0.5989857256028461
2020-09-04,2.7805527253378375
2020-09-05,3.3055793421253203
2020-09-06,2.2101330325054778
2020-09-07,3.059799119437473
2020-09-08,0.7560344703409694
2020-09-09,1.317664198800286
2020-09-10,2.694009227036366
2020-09-11,2.821774641730294
2020-09-12,2.3856237725358542
2020-09-13,3.776087895408581
2020-09-14,5.391612116139763
2020-09-15,5.127911315724087
2020-09-16,2.9581599807094454
2020-09-17,3.1988493993291156
2020-09-18,4.26072859280517
2020-09-19,4.116854611651024
2020-09-20,4.5911230114698665
2020-09-21,4.616280145468009
2020-09-22,4.285856846746661
2020-09-23,2.1681188231380912
2020-09-24,1.4260105631189415
2020-09-25,1.4682246782063981
2020-09-26,2.0425390252704676
2020-09-27,0.962198858209058
2020-09-28,0.35532967414376615
2020-09-29,1.7961839272681352
2020-09-30,1.2988797710257658
2020-10-01,0.4092676070911843
2020-10-02,1.514252678907016
2020-10-03,0.2547539911263728
2020-10-04,0.9094588486726575
2020-10-05,0.2409330904802909
2020-10-06,0.8521155633093624
2020-10-07,1.1409325769982799
2020-10-08,0.3827055160322685
2020-10-09,0.9210417664953093
2020-10-10,0.9535595409154984
2020-10-11,1.2249967593211795
2020-10-12,1.2189623255914022
2020-10-13,1.1450718349448792
2020-10-14,1.0504665035300984
2020-10-15,1.212874761814637
2020-10-16,1.5675946796094853
2020-10-17,0.8947857660693164
2020-10-18,1.050238286004086
2020-10-19,0.2517373184355549
2020-10-20,0.358397992780473
2020-10-21,0.3837787234944636
2020-10-22,1.019463268821032
2020-10-23,1.4131781648446171
2020-10-24,0.7947613303084141
2020-10-25,0.432951802843134
2020-10-26,0.6077279501447996
2020-10-27,0.47466792552717524
2020-10-28,0.5707213985655332
2020-10-29,0.6236803735201597
2020-10-30,0.2110882078699802
2020-10-31,0.5476675947259433
2020-11-01,0.7072210750752496
2020-11-02,0.6644857785291722
2020-11-03,0.7725440800784381
2020-11-04,1.094823
2020-11-05,0.7917938489521121
2020-11-06,0.9055150556254092
2020-11-07,1.0036060133554525
2020-11-08,0.9548405692417977
2020-11-09,0.8831109173040156
2020-11-10,0.46672760744288533
2020-11-11,0.45406994704474335
2020-11-12,0.515346429444917
2020-11-13,0.3892725278746909
2020-11-14,0.26371609084866254
2020-11-15,0.3189713931737641
2020-11-16,0.20602313903054673
2020-11-17,0.21059736859894515
2020-11-18,0.7007045280096654
2020-11-19,0.47801935271931517
2020-11-20,0.33625863863007593
2020-11-21,0.132809552206112
2020-11-22,0.4953799437845663
2020-11-23,0.7809151337007934
2020-11-24,0.2353385797262829
2020-11-25,0.48907245695226487
2020-11-26,0.13343189813803893
2020-11-27,0.13133712144474616
2020-11-28,0.10736441683723709
2020-11-29,0.20667729099294146
2020-11-30,0.1217328654981883
2020-12-01,0.41869894649829736
2020-12-02,0.08234618292596203
2020-12-03,0.030980411419798796
2020-12-04,0.29950082893646884
2020-12-05,0.3970068078202186
2020-12-06,0.1686666152651437
2020-12-07,0.11429289542049412
2020-12-08,0.12653405379963137
2020-12-09,0.09606758805432769
2020-12-10,0.21555533615006614
2020-12-11,0.05846512776690051
2020-12-12,0.06489411384095634
2020-12-13,0.3085020887878249
2020-12-14,0.3229195128001667
2020-12-15,0.17338925370520514
2020-12-16,0.31559541801236596
2020-12-17,0.26312913859374837
2020-12-18,0.34229743072567753
2020-12-19,0.1940078215545858
2020-12-20,0.21253575686522025
2020-12-21,0.10519811850994296
2020-12-22,0.11542998416127848
2020-12-23,0.07640203863541864
2020-12-24,0.1822668358706652
2020-12-25,0.2799699639396198
2020-12-26,0.11595518835558846
2020-12-27,0.05444204941954336
2020-12-28,0.20869739999999998
2020-12-29,0.1251859546750673
2020-12-30,0.17174209501458865
2020-12-31,0.3208883887428774
2021-01-01,0.3605327932841893
2021-01-02,0.35701847067795245
2021-01-03,0.2074727039134739
2021-01-04,0.05802841200653349
2021-01-05,0.04832848864759792
2021-01-06,0.09226463688759633
2021-01-07,0.11226251022992939
2021-01-08,0.37040909432982333
2021-01-09,0.42780355072526466
2021-01-10,0.17672694313639903
2021-01-11,0.0810360666654546
2021-01-12,0.48574546712805866
2021-01-13,0.3843700699398953
2021-01-14,0.2636432516107174
2021-01-15,0.06667014179544693
2021-01-16,0.08860049560673461
2021-01-17,0.2877175499464709
2021-01-18,0.20370914917844996
2021-01-19,0.16659165420362454
2021-01-20,0.17198785102247197
2021-01-21,0.48694478373158495
2021-01-22,0.6372530158461834
2021-01-23,0.45971786448697427
2021-01-24,0.4723159441098723
2021-01-25,0.7032712617277205
2021-01-26,0.4323502779922779
2021-01-27,0.17355124613316666
2021-01-28,0.09014162450703894
2021-01-29,0.33884669870918327
2021-01-30,0.22696502272854285
2021-01-31,0.6490434468828972
2021-02-01,0.12534238122314414
2021-02-02,0.2219812936150342
2021-02-03,0.1590312
2021-02-04,0.25235810569445954
2021-02-05,0.20068454125397903
2021-02-06,0.14990907033932271
2021-02-07,0.12861114183278213
2021-02-08,0.16787382837119072
2021-02-09,0.5582767358129838
2021-02-10,0.43263661523363467
2021-02-11,1.0069177338131592
2021-02-12,0.5285202096848445
2021-02-13,0.6197272603599103
2021-02-14,0.8815979436469666
2021-02-15,0.14562069685865398
2021-02-16,0.5910783420156756
2021-02-17,0.3471601404662004
2021-02-18,0.6774092790274577
2021-02-19,1.0060343656953277
2021-02-20,1.5683162426692063
2021-02-21,1.4087690453072113
2021-02-22,1.3147251591369202
2021-02-23,1.437258542681554
2021-02-24,1.4139838940905658
2021-02-25,1.2276764964327005
2021-02-26,1.839215648629165
2021-02-27,1.1411509866191352
2021-02-28,1.4848137892018975
2021-03-01,1.3604135751336799
2021-03-02,2.0458321422824897
2021-03-03,0.46655753179594045
2021-03-04,0.33413315508257935
2021-03-05,1.636782603365126
2021-03-06,1.0110119589912872
2021-03-07,0.5996892820312866
2021-03-08,0.7144800677242159
2021-03-09,0.4697726839162491
2021-03-10,0.4744310320954143
2021-03-11,0.9876588732658556
2021-03-12,0.738185
2021-03-13,0.7110679879944849
2021-03-14,0.8496792244562865
2021-03-15,0.763787431535775
2021-03-16,0.6310082208695272
2021-03-17,0.8918376739224778
2021-03-18,0.9351009131696429
2021-03-19,2.591549471833424
2021-03-20,1.373354491411158
2021-03-21,0.7426869802022922
2021-03-22,1.1340021122335107
2021-03-23,1.7220330000000004
2021-03-24,2.8501788540060264
2021-03-25,1.8073139724535403
2021-03-26,1.8601357501129117
2021-03-27,1.2579160000000003
2021-03-28,0.7204651978215881
2021-03-29,2.363231342024157
2021-03-30,5.194202606694824
2021-03-31,5.190320048819744
2021-04-01,3.4468952587068267
2021-04-02,1.0156312008464528
2021-04-03,1.786294343022863
2021-04-04,1.0863359999999997
2021-04-05,2.0078903724713344
2021-04-06,1.3047360647269273
2021-04-07,1.6172970662333077
2021-04-08,2.020548024176245
2021-04-09,1.1667387760829275
2021-04-10,0.6395168280825517
2021-04-11,1.948957385796211
