date,makkink_mm
2020-04-09,3.3782924944042927
2020-04-10,3.1127793340711056
2020-04-11,3.5224092560208
2020-04-12,2.8823976570576217
2020-04-13,1.8393009319599418
2020-04-14,1.642887681198756
2020-04-15,3.3063677633007034
2020-04-16,3.556063618543794
2020-04-17,3.433022969900733
2020-04-18,2.574793798464788
2020-04-19,3.858790303984538
2020-04-20,3.909240230618738
2020-04-21,3.9676411918222527
2020-04-22,4.219123362825617
2020-04-23,4.2329937723273945
2020-04-24,3.9287153562791333
2020-04-25,2.004326068942476
2020-04-26,3.634920602290861
2020-04-27,3.88937048961084
2020-04-28,0.5331145033318367
2020-04-29,1.4668048482130587
2020-04-30,3.054862179004718
2020-05-01,1.922110061309522
2020-05-02,2.3363883945109403
2020-05-03,2.3643984508921037
2020-05-04,3.859622367152665
2020-05-05,4.155628296102072
2020-05-06,4.211772223476612
2020-05-07,4.199930048031775
2020-05-08,4.136317617990929
2020-05-09,4.779619655164853
2020-05-10,2.5000639920938252
2020-05-11,3.6339810704521924
2020-05-12,2.7533822378126933
2020-05-13,2.597200141058253
2020-05-14,2.7686357820347056
2020-05-15,3.4305200534755182
2020-05-16,3.1128661562852153
2020-05-17,4.645147977206537
2020-05-18,4.1785548828848595
2020-05-19,4.230402466734162
2020-05-20,3.7828688398271373
2020-05-21,5.10584106198838
2020-05-22,2.7755479110441663
2020-05-23,4.328519644800105
2020-05-24,1.4182576013236412
2020-05-25,4.341272983521419
2020-05-26,4.895436918266853
2020-05-27,4.786952430168859
2020-05-28,5.056728705320147
2020-05-29,5.058081702577182
2020-05-30,5.335168018369683
2020-05-31,5.096147691018268
2020-06-01,4.195787112191114
2020-06-02,5.170629196540224
2020-06-03,3.944509220368305
2020-06-04,1.6042127642678312
2020-06-05,1.854486092729169
2020-06-06,2.676013028116679
2020-06-07,2.4220896731714543
2020-06-08,3.4974752482945504
2020-06-09,2.391404744516378
2020-06-10,3.4347270202226206
2020-06-11,1.8628568172048403
2020-06-12,4.602912112667991
2020-06-13,5.0340707668998865
2020-06-14,3.512271534237237
2020-06-15,4.448527705664696
2020-06-16,2.362809598417747
2020-06-17,4.852975557658239
2020-06-18,3.275029873792107
2020-06-19,4.171693165611946
2020-06-20,5.32606584581727
2020-06-21,3.547251603749967
2020-06-22,5.450948519189013
2020-06-23,5.551501774301296
2020-06-24,5.8186160287229685
2020-06-25,5.887999948060323
2020-06-26,5.615528788855717
2020-06-27,2.815260317896803
2020-06-28,4.887339776702114
2020-06-29,2.7436154229054313
2020-06-30,0.987964088747541
2020-07-01,3.0296940757486106
2020-07-02,3.556656053801751
2020-07-03,3.6288618117933997
2020-07-04,0.8812609419368304
2020-07-05,3.6120875505746275
2020-07-06,2.885492252020096
2020-07-07,3.0037110813295476
2020-07-08,1.5072536688253715
2020-07-09,0.9695502558478196
2020-07-10,2.9825019502592998
2020-07-11,4.087425112267675
2020-07-12,3.3965928386834037
2020-07-13,4.864937377911707
2020-07-14,1.6508759124704293
2020-07-15,4.175336998471964
2020-07-16,2.936508796019805
2020-07-17,3.3564184121169953
2020-07-18,2.9192610607323846
2020-07-19,3.356373959548728
2020-07-20,4.214511929946212
2020-07-21,3.950691791329019
2020-07-22,3.2039265873700113
2020-07-23,3.6156337848557745
2020-07-24,2.845543711325622
2020-07-25,1.5886831830776578
2020-07-26,4.199362653383308
2020-07-27,1.822523168240498
2020-07-28,2.8372840108620934
2020-07-29,2.6742600292374985
2020-07-30,4.596195650590545
2020-07-31,5.217330878500096
2020-08-01,3.114951762623952
2020-08-02,3.9640569864391755
2020-08-03,2.005564310272065
2020-08-04,4.526479062526166
2020-08-05,4.789428265817733
2020-08-06,4.751847981640262
2020-08-07,5.069617548196699
2020-08-08,4.023590982852757
2020-08-09,4.498567516684023
2020-08-10,4.715847602419398
2020-08-11,4.398228912240316
2020-08-12,4.576816387602735
2020-08-13,4.383010686768771
2020-08-14,2.878796817991108
2020-08-15,2.933899523056703
2020-08-16,3.6229377246501704
2020-08-17,2.379015197555062
2020-08-18,4.008256660237346
2020-08-19,3.384616450580729
2020-08-20,2.892974474680838
2020-08-21,4.02052330859479
2020-08-22,2.922277191923545
2020-08-23,2.248275577570276
2020-08-24,2.8166025618485935
2020-08-25,1.0827291463711661
2020-08-26,1.1481395364730487
2020-08-27,1.6570157442380506
2020-08-28,2.016938890540733
2020-08-29,2.0116727717281386
2020-08-30,1.391921459247599
2020-08-31,1.7571500770669313
2020-09-01,1.2972272586342593
2020-09-02,3.405826148337774
2020-09-03,0.48827897733757697
2020-09-04,2.2815530578864225
2020-09-05,2.6177783274294555
2020-09-06,1.6676513898505598
2020-09-07,2.049343911940268
2020-09-08,0.8453246434275875
2020-09-09,0.918046316756292
2020-09-10,1.999061899609803
2020-09-11,2.261306825974275
2020-09-12,1.928200779018395
2020-09-13,2.8528914890302257
2020-09-14,3.103017678421764
2020-09-15,2.9503907449832076
2020-09-16,2.1827823482231996
2020-09-17,2.6204384068111426
2020-09-18,2.9560781012267183
2020-09-19,2.8334293504874233
2020-09-20,2.9147465135918167
2020-09-21,2.8337308724191552
2020-09-22,2.6503425231977724
2020-09-23,1.5990473099179958
2020-09-24,1.4170286256474844
2020-09-25,1.5316901988533156
2020-09-26,1.4723524009848838
2020-09-27,1.3283886286438789
2020-09-28,0.42429873081487834
2020-09-29,1.7372016120533993
2020-09-30,1.0684731631632725
2020-10-01,0.3629497780536726
2020-10-02,1.2640612383147916
2020-10-03,0.2799141517466083
2020-10-04,1.1052484834166254
2020-10-05,0.30672808606797847
2020-10-06,0.9131581858266435
2020-10-07,1.0672556002447502
2020-10-08,0.34295754101070236
2020-10-09,0.8281956259735511
2020-10-10,0.8522361152631319
2020-10-11,1.0746863746594337
2020-10-12,1.0261904723705388
2020-10-13,1.1479939937957055
2020-10-14,1.0227298875851285
2020-10-15,1.1335130911320268
2020-10-16,1.4655216769190231
2020-10-17,0.9405047215796718
2020-10-18,0.9399035242843473
2020-10-19,0.2950053985842191
2020-10-20,0.34382843748736913
2020-10-21,0.3389477590619875
2020-10-22,1.086243449147021
2020-10-23,1.1125974981653308
2020-10-24,0.7063196194573395
2020-10-25,0.3758387463611208
2020-10-26,0.6651159944629251
2020-10-27,0.5374912734936516
2020-10-28,0.694993492688433
2020-10-29,0.6134489217475965
2020-10-30,0.3831372837923499
2020-10-31,0.5628606147975089
2020-11-01,0.5265610539585978
2020-11-02,0.5242561630343232
2020-11-03,0.7623068836829359
2020-11-04,0.9364991401159712
2020-11-05,0.6473200510829071
2020-11-06,0.8089065080690175
2020-11-07,0.8697155222063578
2020-11-08,0.8219729808354981
2020-11-09,0.820687662103906
2020-11-10,0.5825535937788923
2020-11-11,0.5995841593531506
2020-11-12,0.4850119965446742
2020-11-13,0.35756795731453084
2020-11-14,0.2356410372166522
2020-11-15,0.29014409754782833
2020-11-16,0.25978893172432105
2020-11-17,0.28725207782810125
2020-11-18,0.774730497963403
2020-11-19,0.4326256255958088
2020-11-20,0.35250228354913044
2020-11-21,0.1309879426835047
2020-11-22,0.4743715635482874
2020-11-23,0.7031987104072882
2020-11-24,0.24871351192906122
2020-11-25,0.516872580297138
2020-11-26,0.15118226970941942
2020-11-27,0.13973824606867327
2020-11-28,0.17168751249076622
2020-11-29,0.20708908236598378
2020-11-30,0.08693413110616158
2020-12-01,0.367576466875068
2020-12-02,0.14531925829094275
2020-12-03,0.061744309994769875
2020-12-04,0.3458164911492335
2020-12-05,0.39830980212650896
2020-12-06,0.17990470993552315
2020-12-07,0.13684567722258992
2020-12-08,0.1676686852615902
2020-12-09,0.11645281122913055
2020-12-10,0.3376283652958348
2020-12-11,0.08205634148389374
2020-12-12,0.09760264034843207
2020-12-13,0.32062571499309034
2020-12-14,0.3295485043949585
2020-12-15,0.1706314680474046
2020-12-16,0.3369423816962736
2020-12-17,0.32516129958167367
2020-12-18,0.39430586414037194
2020-12-19,0.21148758960401903
2020-12-20,0.28629814697024725
2020-12-21,0.08581476569306383
2020-12-22,0.11090024803831754
2020-12-23,0.08540040184502665
2020-12-24,0.23197550097579622
2020-12-25,0.3049304473799392
2020-12-26,0.1331688416174501
2020-12-27,0.06598332012638392
2020-12-28,0.27100571532087564
2020-12-29,0.17659056300460862
2020-12-30,0.20507901249082044
2020-12-31,0.3428886859053724
2021-01-01,0.3471928272317879
2021-01-02,0.3594912761043556
2021-01-03,0.24471130056976043
2021-01-04,0.11744189749637597
2021-01-05,0.12750400963400244
2021-01-06,0.13510345451057285
2021-01-07,0.1523613294977961
2021-01-08,0.40607637164230054
2021-01-09,0.4212993275330402
2021-01-10,0.1607347175026295
2021-01-11,0.12832765828479373
2021-01-12,0.4450647174446239
2021-01-13,0.4184581498492574
2021-01-14,0.36235573110491126
2021-01-15,0.11115547859431685
2021-01-16,0.1329676250579535
2021-01-17,0.2906711348082461
2021-01-18,0.22373526519273274
2021-01-19,0.1880275711773728
2021-01-20,0.24074960681357396
2021-01-21,0.4606179295481492
2021-01-22,0.6522959957328897
2021-01-23,0.4791067359709464
2021-01-24,0.4781919510851777
2021-01-25,0.6102619872967678
2021-01-26,0.5057010533968399
2021-01-27,0.19028750624997895
2021-01-28,0.16616044882523362
2021-01-29,0.3108951699991511
2021-01-30,0.316031332835084
2021-01-31,0.7093233814204247
2021-02-01,0.1963614980575958
2021-02-02,0.20103125487519555
2021-02-03,0.19017323007130313
2021-02-04,0.32864195910976446
2021-02-05,0.3451690151575268
2021-02-06,0.1588967633892123
2021-02-07,0.17513509895158058
2021-02-08,0.27135385618551916
2021-02-09,0.6918140179064209
2021-02-10,0.5022785429107373
2021-02-11,1.0664026975719512
2021-02-12,0.8756743776883138
2021-02-13,0.8582986349242138
2021-02-14,0.8543818933555105
2021-02-15,0.16822991806009885
2021-02-16,0.5839403873629242
2021-02-17,0.3827702468619993
2021-02-18,0.6675988134011281
2021-02-19,0.9736589292871827
2021-02-20,1.2840816820115664
2021-02-21,1.1439221773287194
2021-02-22,1.0242870824785935
2021-02-23,1.1163059285505925
2021-02-24,1.1861511079134301
2021-02-25,1.1433146170947501
2021-02-26,1.592735373246967
2021-02-27,1.0173723159225487
2021-02-28,1.295628092710843
2021-03-01,1.3457746444141485
2021-03-02,1.6363366626304332
2021-03-03,0.5117780627614947
2021-03-04,0.43068001666462186
2021-03-05,1.5057668334994394
2021-03-06,0.8977528820547782
2021-03-07,0.6013578569408807
2021-03-08,0.8212397888328786
2021-03-09,0.4755951157856967
2021-03-10,0.4262054866311057
2021-03-11,1.049384612666423
2021-03-12,0.9031649648895778
2021-03-13,1.0124585911050694
2021-03-14,1.0598143243956621
2021-03-15,0.9474010329514483
2021-03-16,0.7384392123000586
2021-03-17,0.8705589380975043
2021-03-18,0.9351478228751465
2021-03-19,2.217770460703565
2021-03-20,1.1471876865973378
2021-03-21,0.8678864971117851
2021-03-22,1.0824779205239667
2021-03-23,1.514986767294383
2021-03-24,2.306515503583406
2021-03-25,1.6002845678130893
2021-03-26,1.6433022170221276
2021-03-27,1.5291349085818586
2021-03-28,0.7693768511378757
2021-03-29,2.4513496750575303
2021-03-30,3.218044968553381
2021-03-31,3.053099316979133
2021-04-01,2.5667905396538906
2021-04-02,0.8884777549283409
2021-04-03,1.6831840595568737
2021-04-04,1.3443262034342685
2021-04-05,1.778784058735947
2021-04-06,1.4082217795917062
2021-04-07,1.6464540542098158
2021-04-08,1.7583315551568544
2021-04-09,1.2714484079286665
2021-04-10,0.7899465476447782
2021-04-11,1.7364104506604658
2021-04-12,1.965114958879412
2021-04-13,2.619173021087207
2021-04-14,2.0808825030945806
2021-04-15,1.874230743533149
2021-04-16,3.205656616034559
2021-04-17,3.134041052117025
2021-04-18,3.3775772083016933
2021-04-19,3.406963267778972
2021-04-20,3.387970092902226
2021-04-21,2.93199844914158
2021-04-22,2.4988035319158177
2021-04-23,3.229323088910396
2021-04-24,2.9773546342498407
2021-04-25,2.1599052111729415
2021-04-26,3.395482430346886
2021-04-27,3.77244753039726
2021-04-28,3.1804691580156637
2021-04-29,0.22877481762639804
2021-04-30,0.8996184707592098
2021-05-01,1.6934982845409898
2021-05-02,2.743384598099158
2021-05-03,2.658363659150457
2021-05-04,1.2225846827576163
2021-05-05,2.738742283848312
2021-05-06,2.9939520881800594
2021-05-07,2.8618995967757757
2021-05-08,1.0044515871117374
2021-05-09,3.0217574488801207
2021-05-10,2.8185770735123965
2021-05-11,1.7626898862355764
2021-05-12,4.237408384626462
2021-05-13,3.6032168988625553
2021-05-14,2.059652956844276
2021-05-15,1.5905459128970767
2021-05-16,2.9305010327127
2021-05-17,1.901100228439023
2021-05-18,3.251337070102724
2021-05-19,1.8169837005706064
2021-05-20,2.187597200114804
2021-05-21,2.527104280090107
2021-05-22,1.9884076434735154
2021-05-23,2.59404635448337
2021-05-24,2.0035835050677404
2021-05-25,2.510056716108484
2021-05-26,2.4133268721191103
2021-05-27,1.6635974426240456
2021-05-28,4.493346062950627
2021-05-29,3.0055635067783335
2021-05-30,4.7071680708525125
2021-05-31,5.094452676143029
2021-06-01,5.605013118666972
2021-06-02,5.494232817039081
2021-06-03,5.108119920714542
2021-06-04,4.724280054112484
2021-06-05,0.9472486996045243
2021-06-06,5.365723891055728
2021-06-07,5.46082413221375
2021-06-08,5.503514107345954
2021-06-09,5.4931040183792
2021-06-10,5.270736923373947
2021-06-11,3.8699471937943395
2021-06-12,4.6176020112642435
2021-06-13,5.327467647048422
2021-06-14,5.544367237939638
2021-06-15,5.082291759998648
2021-06-16,5.7666659255289385
2021-06-17,4.458067205194892
2021-06-18,3.229931435086455
2021-06-19,1.6224461113497548
2021-06-20,3.10290390458363
2021-06-21,0.9638249272679074
2021-06-22,3.326068917775894
2021-06-23,2.658105570041617
2021-06-24,3.9771375659432224
2021-06-25,1.7240991281485902
2021-06-26,4.357241819227533
2021-06-27,5.045750156569434
2021-06-28,2.868693525853365
2021-06-29,0.9356416736213643
2021-06-30,0.7664907036074013
2021-07-01,2.756762898652761
2021-07-02,4.152661930971511
2021-07-03,2.8318244704490936
2021-07-04,3.0127771763573765
2021-07-05,2.73379782750335
2021-07-06,2.635311087688831
2021-07-07,4.430423612933162
2021-07-08,5.20914761682316
2021-07-09,4.9326764774099825
2021-07-10,2.8006077369272306
2021-07-11,2.8347366875724527
2021-07-12,3.529428216051609
2021-07-13,1.593401347893105
2021-07-14,2.3409112225867754
2021-07-15,2.1927645902100172
2021-07-16,3.712370957043561
2021-07-17,5.409805688386229
2021-07-18,5.248330299153017
2021-07-19,4.205317223718087
2021-07-20,4.956546947808766
2021-07-21,4.715906859689996
2021-07-22,4.8071833537098225
2021-07-23,2.189508741665257
2021-07-24,2.890542884059136
2021-07-25,3.111430928758387
2021-07-26,3.2452650836993113
2021-07-27,2.2234586631094833
2021-07-28,2.3611853702601984
2021-07-29,4.17861514736244
2021-07-30,2.1352179443709556
2021-07-31,2.9374593484430362
2021-08-01,2.375400710261951
2021-08-02,3.471990453537826
2021-08-03,2.504738169049548
2021-08-04,4.428654449317414
2021-08-05,3.8154490406330748
2021-08-06,2.88209614867608
2021-08-07,2.8645992670920526
2021-08-08,3.2465986239067495
2021-08-09,2.0955229095690076
2021-08-10,3.4319732698094154
2021-08-11,3.921294935787271
2021-08-12,4.085884484881984
2021-08-13,3.2821211070382206
2021-08-14,3.7014624065199357
2021-08-15,4.200963469879441
2021-08-16,2.446757559415133
2021-08-17,0.8980764175575446
2021-08-18,1.6134355640126608
2021-08-19,0.8781383309575995
2021-08-20,2.567772746685221
2021-08-21,1.9950796225970013
2021-08-22,1.2360325007712663
2021-08-23,3.457937363569924
2021-08-24,3.784901608542085
2021-08-25,2.1832407652479677
2021-08-26,2.0173168189602193
2021-08-27,2.563562414904582
2021-08-28,2.7491119195381706
2021-08-29,0.6423561458893418
2021-08-30,2.1994141403473693
2021-08-31,1.1838800441180692
2021-09-01,1.5076529874313027
2021-09-02,1.6826264555806194
2021-09-03,3.322039430509601
2021-09-04,2.648174783945815
2021-09-05,3.5164616155963744
2021-09-06,2.662161144489368
2021-09-07,3.3278247445347175
2021-09-08,3.5348262221356332
2021-09-09,3.2172623682052577
2021-09-10,1.7981674791130866
2021-09-11,1.376080338870334
2021-09-12,2.2650307868488158
2021-09-13,1.93717684410422
2021-09-14,2.464619041962898
2021-09-15,0.9202025788231579
2021-09-16,2.291041616464321
2021-09-17,2.093623477839236
2021-09-18,2.459124611477163
2021-09-19,2.1812934492553904
2021-09-20,2.6560489178610283
2021-09-21,1.9848027101953354
2021-09-22,2.3911672175551253
2021-09-23,1.2313627585581124
2021-09-24,2.181790379637253
2021-09-25,1.2026713044586101
2021-09-26,1.8834025976584885
2021-09-27,1.1664846789098344
2021-09-28,1.9221909261086823
2021-09-29,0.49607902896364275
2021-09-30,1.1945452170666184
2021-10-01,0.6950194439871674
2021-10-02,0.9851749135701336
2021-10-03,0.4707344950132453
2021-10-04,1.7334561126491899
2021-10-05,1.2357552242343375
2021-10-06,1.6067778565028956
2021-10-07,1.5107055404506278
2021-10-08,1.7408823094724428
2021-10-09,1.486328573016647
2021-10-10,1.2495832654594545
2021-10-11,1.3979906060186462
2021-10-12,1.2411710938162097
2021-10-13,1.0225250620372166
2021-10-14,0.8355113008046393
2021-10-15,1.5970440439394542
2021-10-16,0.8042075210918593
2021-10-17,0.7257446935607175
2021-10-18,0.8689673095425364
2021-10-19,0.6651298018260723
2021-10-20,0.5113700067954065
2021-10-21,0.6476956553004641
2021-10-22,0.6234524616911274
2021-10-23,0.36154718054550355
2021-10-24,1.376233525332126
2021-10-25,0.32764441586290943
2021-10-26,0.5749450693046979
2021-10-27,0.41680435090538864
2021-10-28,1.3475597897280986
2021-10-29,1.1471999561236725
2021-10-30,0.228191677139998
2021-10-31,0.39534486237670996
2021-11-01,1.1203576692982549
2021-11-02,0.3595371913514492
2021-11-03,0.6874777192117706
2021-11-04,0.805521446495382
2021-11-05,0.7329152507884222
2021-11-06,0.37565632024893525
2021-11-07,0.7503961198364366
2021-11-08,0.5434511504721852
2021-11-09,0.34015476359087476
2021-11-10,0.35075925413688286
2021-11-11,0.29118503910221133
2021-11-12,0.49581384347486407
2021-11-13,0.5471414745608597
2021-11-14,0.2405913107758898
2021-11-15,0.08129327087993085
2021-11-16,0.06666500128685279
2021-11-17,0.6555258158884402
2021-11-18,0.5066517497714296
2021-11-19,0.6764924927511605
2021-11-20,0.0783250507900081
2021-11-21,0.5996798185367153
2021-11-22,0.6484604670615784
2021-11-23,0.4753999196604169
2021-11-24,0.2761363235196674
2021-11-25,0.38343585028977545
2021-11-26,0.19299612574314046
2021-11-27,0.13878670528710974
2021-11-28,0.20469141988271772
2021-11-29,0.45094961983191106
2021-11-30,0.15615472164594088
2021-12-01,0.19498584023756282
2021-12-02,0.2586676690646946
2021-12-03,0.12020012272054524
2021-12-04,0.07012194955437177
2021-12-05,0.1431452092315473
2021-12-06,0.12343830057117004
2021-12-07,0.35977956331846195
2021-12-08,0.42946351577068564
2021-12-09,0.24581757077781477
2021-12-10,0.1371104745708681
2021-12-11,0.33152888716125395
2021-12-12,0.12688453756227253
2021-12-13,0.23303380416052616
2021-12-14,0.09161494561847752
2021-12-15,0.23123278263742675
2021-12-16,0.4559118402675868
2021-12-17,0.09841803568701318
2021-12-18,0.18050931883170915
2021-12-19,0.09123830388920066
2021-12-20,0.17905993462610403
2021-12-21,0.4674412620847161
2021-12-22,0.29960582959666576
2021-12-23,0.08978170248822583
2021-12-24,0.10687530336583202
2021-12-25,0.40123949292766314
2021-12-26,0.3198559459021745
2021-12-27,0.13119219161200227
2021-12-28,0.12619351918087254
2021-12-29,0.10276837507727533
2021-12-30,0.18838873127615893
2021-12-31,0.1403529353637359
2022-01-01,0.29960488975483873
2022-01-02,0.337514329532095
2022-01-03,0.43471360438444245
2022-01-04,0.17073619798877546
2022-01-05,0.25596032324486695
2022-01-06,0.4403353355758145
2022-01-07,0.38843097277605604
2022-01-08,0.13434339079325772
2022-01-09,0.3267812592325426
2022-01-10,0.47676308178353
2022-01-11,0.32409109806729564
2022-01-12,0.5602666887861613
2022-01-13,0.2902964829112611
2022-01-14,0.19329842581555054
2022-01-15,0.10388645344951934
2022-01-16,0.19795832332623306
2022-01-17,0.3536067970929624
2022-01-18,0.23514453028004867
2022-01-19,0.17522937676612169
2022-01-20,0.42796564155449585
2022-01-21,0.24263050465806885
2022-01-22,0.16119916880864793
2022-01-23,0.21593439104299825
2022-01-24,0.15258772039499124
2022-01-25,0.09730237578696685
2022-01-26,0.13924279457362795
2022-01-27,0.3505564199823769
2022-01-28,0.6920395725354258
2022-01-29,0.6022911493869613
2022-01-30,0.5850290023892185
2022-01-31,0.15464509833237491
2022-02-01,0.25835486963713356
2022-02-02,0.8917471314146174
2022-02-03,0.19655626860054382
2022-02-04,0.24189604418947483
2022-02-05,0.6557427654495347
2022-02-06,0.2844021089806925
2022-02-07,0.7904399687082951
2022-02-08,0.8998385694759443
2022-02-09,0.3483808581395062
2022-02-10,0.6018066895194727
2022-02-11,0.8319500365198498
2022-02-12,1.0104071823520364
2022-02-13,0.6982373950467181
2022-02-14,0.8133652857032339
2022-02-15,0.5651269508790354
2022-02-16,0.34406194459042216
2022-02-17,1.1859102236581307
2022-02-18,0.31354182493993143
2022-02-19,0.7775896308551595
2022-02-20,0.17938925237210968
2022-02-21,0.4725114065437671
2022-02-22,0.3790182749477798
2022-02-23,1.5614395930322766
2022-02-24,0.33804697286054536
2022-02-25,0.993097190983117
2022-02-26,1.5343621184715255
2022-02-27,1.6075273818502183
2022-02-28,1.6714503284575428
2022-03-01,0.34791352445009094
2022-03-02,1.6176697727879492
2022-03-03,1.7275312731735262
2022-03-04,1.677325054831317
2022-03-05,1.6098386615058096
2022-03-06,1.474477216414025
2022-03-07,1.7635852507518082
2022-03-08,1.8910797679937232
2022-03-09,1.9763011018194871
2022-03-10,2.0792010024031398
2022-03-11,2.0273482645854535
2022-03-12,1.5658131184265138
2022-03-13,1.5918169299669171
2022-03-14,1.678767958297045
2022-03-15,1.5066002912393741
2022-03-16,1.6314831390987279
2022-03-17,2.0465170296920703
2022-03-18,2.4445030324325767
2022-03-19,2.4875878259038786
2022-03-20,1.1351980778664492
2022-03-21,2.458582620495752
2022-03-22,2.5232265997042034
2022-03-23,2.7859983164065265
2022-03-24,2.611395161991078
2022-03-25,2.691245209341526
2022-03-26,2.7669405716650237
2022-03-27,2.7897775927588335
2022-03-28,1.9140442348219202
2022-03-29,2.4724311162520367
2022-03-30,1.5626193730720288
2022-03-31,0.5347495147065865
2022-04-01,1.9390109066521677
2022-04-02,2.4269552471059557
2022-04-03,2.0687573649033544
2022-04-04,0.4012325380836255
2022-04-05,0.8740665801799709
2022-04-06,1.1880301408513723
2022-04-07,1.5185271053120026
2022-04-08,1.8814347896036716
2022-04-09,1.8603090476602755
2022-04-10,2.897184489608152
2022-04-11,2.9706167492531645
2022-04-12,2.5962668954007415
2022-04-13,2.013377397375311
2022-04-14,3.4692841911274375
2022-04-15,1.1897811989960407
2022-04-16,3.401299598987836
2022-04-17,3.8627673917501077
2022-04-18,3.8754144628355482
2022-04-19,3.842006508930001
2022-04-20,4.077189059562975
2022-04-21,4.035109759153285
2022-04-22,3.923841704718747
2022-04-23,3.9965179188341318
2022-04-24,4.082279383590214
2022-04-25,0.8994702897649909
2022-04-26,2.943400520293352
2022-04-27,2.0777975748759525
2022-04-28,2.4380013679406156
2022-04-29,1.9003184342403463
2022-04-30,1.3232603133791223
2022-05-01,3.39132999966763
2022-05-02,4.4025607897280015
2022-05-03,1.3278329875791826
2022-05-04,3.601350661903609
2022-05-05,2.7355429930427038
2022-05-06,4.179754064309821
2022-05-07,3.081589394928144
2022-05-08,4.224734934172084
2022-05-09,4.511460943320129
2022-05-10,2.423098719762506
2022-05-11,2.828231750224731
2022-05-12,4.7278078061563305
2022-05-13,3.847575207989395
2022-05-14,4.547595632841793
2022-05-15,4.93808487648534
2022-05-16,2.601882524528818
2022-05-17,3.676567412378725
2022-05-18,3.9374699704782383
2022-05-19,1.9828147605407576
2022-05-20,1.7298092087773087
2022-05-21,3.6625124271629224
2022-05-22,4.825556798730185
2022-05-23,1.8024412722036327
2022-05-24,3.0551368154596243
2022-05-25,3.331314959117525
2022-05-26,3.585532628966269
2022-05-27,3.729359391793107
2022-05-28,3.6776189693410606
2022-05-29,2.214582286200066
2022-05-30,2.244264938859858
2022-05-31,3.2027631380619797
2022-06-01,3.1426775120169426
2022-06-02,4.435092262528671
2022-06-03,5.348795777315939
2022-06-04,3.3655131931231623
2022-06-05,1.4126931046684263
2022-06-06,1.7624339296107345
2022-06-07,2.1468709116332887
