filename,source_origin_stem,x,y,hmax_pb,hmin_pb
sheet [83034-1 MB006PB01BE115+00_BIK].csv,gecombineerde_peilbuisdata_4_oude_raaien_beemster_26032026 1,,,,
sheet [83034-1 MB014PB01BE0341+40_BIR].csv,gecombineerde_peilbuisdata_4_oude_raaien_beemster_26032026 1,,,,
sheet.csv,gecombineerde_peilbuisdata_4_oude_raaien_beemster_26032026 1,,,,
86349-1 HB002PB01 HB_BE0072+3_BIKR_GMW_PB1_F-246.csv,peilbuisdata_alle_sensoren_07042026,,,,-2.96
86349-1 HB007PB01 HB_BE0092+15_BIB_GMW_PB1_F-450.csv,peilbuisdata_alle_sensoren_07042026,,,,-5.0
86349-1 HB009PB01 HB_BE0098+80_BIKR_GMW_PB1_F-248.csv,peilbuisdata_alle_sensoren_07042026,,,,-2.98
86349-1 HB010PB01 HB_BE0098+81_BIB_GMW_PB1_F-188.csv,peilbuisdata_alle_sensoren_07042026,,,,-2.38
86349-1 HB011PB01 HB_BE0147+68_BUKR_GMW_PB1_F-247.csv,peilbuisdata_alle_sensoren_07042026,,,,-2.97
86349-1 HB013PB01 HB_BE0147+68_BIB_GMW_PB1_F-654.csv,peilbuisdata_alle_sensoren_07042026,,,,-7.04
86349-1 HB014PB01 HB_BE0147+67_BIT_GMW_PB1_F-650.csv,peilbuisdata_alle_sensoren_07042026,,,,-7.0
86349-1 HB015PB01 HB_BE0166+94_BIKR_GMW_PB1_F-238.csv,peilbuisdata_alle_sensoren_07042026,,,,-2.88
86349-1 HB017-APB01 HB_BE0166+95_BIB_GMW_PB1_F-602.csv,peilbuisdata_alle_sensoren_07042026,,,,-6.52
86349-1 HB018PB01 HB_BE0166+95_BIT_GMW_PB1_F-599.csv,peilbuisdata_alle_sensoren_07042026,,,,-6.49
86349-1 HB019PB01 HB_BE0188+24_BUKR_GMW_PB1_F-352.csv,peilbuisdata_alle_sensoren_07042026,,,,-4.02
86349-1 HB021PB01 HB_BE0188+23_BIB_GMW_PB1_F-689.csv,peilbuisdata_alle_sensoren_07042026,,,,-7.39
86349-1 HB022PB01 HB_BE0188+23_BIT_GMW_PB1_F-702.csv,peilbuisdata_alle_sensoren_07042026,,,,-7.52
86349-1 HB023PB01 HB_BE0195+80_BUKR_GMW_PB1_F-207.csv,peilbuisdata_alle_sensoren_07042026,,,,-2.57
86349-1 HB025PB01 HB_BE0195+81_BIB_GMW_PB1_F-566.csv,peilbuisdata_alle_sensoren_07042026,,,,-6.16
86349-1 HB026PB01 HB_BE0195+81_BIT_GMW_PB1_F-601.csv,peilbuisdata_alle_sensoren_07042026,,,,-6.51
86349-1 HB027PB01 HB_BE0213+10_BIKR_GMW_PB1_F-253.csv,peilbuisdata_alle_sensoren_07042026,,,,-3.03
86349-1 HB029PB01 HB_BE0213+10_BIB_GMW_PB1_F-599.csv,peilbuisdata_alle_sensoren_07042026,,,,-6.49
86349-1 HB030PB01 HB_BE0213+10_BIT_GMW_PB1_F-681.csv,peilbuisdata_alle_sensoren_07042026,,,,-7.31
86349-1 HB031PB01 HB_BE0235+10_BIKR_GMW_PB1_F-235.csv,peilbuisdata_alle_sensoren_07042026,,,,-2.85
86349-1 HB033PB01 HB_BE0235+10_BIT_GMW_PB1_F-648.csv,peilbuisdata_alle_sensoren_07042026,,,,-6.98
86349-1 HB034PB01 HB_BE0242+8_BUKR_GMW_PB1_F-250.csv,peilbuisdata_alle_sensoren_07042026,,,,-3.0
86349-1 HB036PB01 HB_BE0242+7_BIT_GMW_PB1_F-654.csv,peilbuisdata_alle_sensoren_07042026,,,,-7.04
86349-1 HB037PB01 HB_BE0254+96_BUKR_GMW_PB1_F-198.csv,peilbuisdata_alle_sensoren_07042026,,,,-2.48
86349-1 HB039PB01 HB_BE0254+96_BIB_GMW_PB1_F-443.csv,peilbuisdata_alle_sensoren_07042026,,,,-4.93
86349-1 HB040PB01 HB_BE0254+96_BIT_GMW_PB1_F-454.csv,peilbuisdata_alle_sensoren_07042026,,,,-5.04
86349-1 HB041PB01 HB_BE0263+75_BUKR_GMW_PB1_F-248.csv,peilbuisdata_alle_sensoren_07042026,,,,-2.98
86349-1 HB046PB01 HB_BE0328+3_BIB_GMW_PB1_F-654.csv,peilbuisdata_alle_sensoren_07042026,,,,-7.04
86349-1 HB048PB01 HB_BE0377+32_BUKR_GMW_PB1_F-197.csv,peilbuisdata_alle_sensoren_07042026,,,,-2.4699999999999998
86349-1 HB050PB01 HB_BE0377+32_BIB_GMW_PB1_F-553.csv,peilbuisdata_alle_sensoren_07042026,,,,-6.03
86349-1 HB051PB01 HB_BE0377+32_BIT_GMW_PB1_F-447.csv,peilbuisdata_alle_sensoren_07042026,,,,-4.97
86349-1 MB001PB01 B_BE0072+3_BUKR_GMW_PB1_F-385.csv,peilbuisdata_alle_sensoren_07042026,,,,-4.35
86349-1 MB001PB02 B_BE0072+3_BUKR_GMW_PB2_F-750.csv,peilbuisdata_alle_sensoren_07042026,,,,-8.0
86349-1 MB003PB01 B_BE0072+3_BIT_GMW_PB1_F-519.csv,peilbuisdata_alle_sensoren_07042026,,,,-5.69
86349-1 MB003PB02 B_BE0072+3_BIT_GMW_PB2_F-769.csv,peilbuisdata_alle_sensoren_07042026,,,,-8.190000000000001
86349-1 MB005PB01 B_BE0092+15_BUKR_GMW_PB1_F-350.csv,peilbuisdata_alle_sensoren_07042026,,,,-4.0
86349-1 MB005PB02 B_BE0092+15_BUKR_GMW_PB2_F-850.csv,peilbuisdata_alle_sensoren_07042026,,,,-9.0
86349-1 MB008PB01 B_BE0098+81_BUKR_GMW_PB1_F-297.csv,peilbuisdata_alle_sensoren_07042026,,,,-3.47
86349-1 MB008PB02 B_BE0098+81_BUKR_GMW_PB2_F-647.csv,peilbuisdata_alle_sensoren_07042026,,,,-6.97
86349-1 MB012PB01 B_BE0147+68_BIKR_GMW_PB1_F-342.csv,peilbuisdata_alle_sensoren_07042026,,,,-3.92
86349-1 MB016PB01 B_BE0166+95_BUKR_GMW_PB1_F-251.csv,peilbuisdata_alle_sensoren_07042026,,,,-3.01
86349-1 MB020PB01 B_BE0188+23_KR_GMW_PB1_F-547.csv,peilbuisdata_alle_sensoren_07042026,,,,-5.97
86349-1 MB024PB01 B_BE0195+80_KR_GMW_PB1_F-215.csv,peilbuisdata_alle_sensoren_07042026,,,,-2.65
86349-1 MB028PB01 B_BE0213+10_BUKR_GMW_PB1_F-451.csv,peilbuisdata_alle_sensoren_07042026,,,,-5.01
86349-1 MB032PB01 B_BE0235+10_BUKR_GMW_PB1_F-260.csv,peilbuisdata_alle_sensoren_07042026,,,,-3.1
86349-1 MB035PB01 B_BE0242+8_BIKR_GMW_PB1_F-347.csv,peilbuisdata_alle_sensoren_07042026,,,,-3.97
86349-1 MB038PB01 B_BE0254+96_BIKR_GMW_PB1_F-396.csv,peilbuisdata_alle_sensoren_07042026,,,,-4.46
86349-1 MB042PB01 B_BE0263+75_BIKR_GMW_PB1_F-418.csv,peilbuisdata_alle_sensoren_07042026,,,,-4.68
86349-1 MB043PB01 B_BE0263+75_BIT_GMW_PB1_F-452.csv,peilbuisdata_alle_sensoren_07042026,,,,-5.02
86349-1 MB045PB01 B_BE0328+3_BUKR_GMW_PB1_F-349.csv,peilbuisdata_alle_sensoren_07042026,,,,-3.99
86349-1 MB047PB01 B_BE0328+2_BIT_GMW_PB1_F-651.csv,peilbuisdata_alle_sensoren_07042026,,,,-7.01
86349-1 MB049PB01 B_BE0377+32_BIKR_GMW_PB1_F-252.csv,peilbuisdata_alle_sensoren_07042026,,,,-3.02
