timestamp,head,Precipitation,Evapotranspiration,recharge,head_t1
2023-11-09 14:00:00,-1.654,0.4,0.03,0.37,
2023-11-09 15:00:00,-1.682,4.5,0.0,4.5,-0.028000000000000025
2023-11-09 16:00:00,-1.677,0.8,0.0,0.8,0.004999999999999893
2023-11-09 17:00:00,-1.677,0.2,0.0,0.2,0.0
2023-11-09 18:00:00,-1.682,0.0,0.0,0.0,-0.004999999999999893
2023-11-09 19:00:00,-1.684,0.0,0.0,0.0,-0.0020000000000000018
2023-11-09 20:00:00,-1.676,0.005,0.0,0.005,0.008000000000000007
2023-11-09 21:00:00,-1.679,0.0,0.0,0.0,-0.0030000000000001137
2023-11-09 22:00:00,-1.678,0.005,0.0,0.005,0.001000000000000112
2023-11-09 23:00:00,-1.672,0.0,0.0,0.0,0.006000000000000005
2023-11-10 00:00:00,-1.675,0.0,0.0,0.0,-0.0030000000000001137
2023-11-10 01:00:00,-1.672,0.005,0.0,0.005,0.0030000000000001137
2023-11-10 02:00:00,-1.67,0.3,0.0,0.3,0.0020000000000000018
2023-11-10 03:00:00,-1.669,1.9,0.0,1.9,0.0009999999999998899
2023-11-10 04:00:00,-1.671,2.1,0.0,2.1,-0.0020000000000000018
2023-11-10 05:00:00,-1.673,0.2,0.0,0.2,-0.0020000000000000018
2023-11-10 06:00:00,-1.666,0.8,0.01,0.79,0.007000000000000117
2023-11-10 07:00:00,-1.671,2.4,0.02,2.38,-0.0050000000000001155
2023-11-10 08:00:00,-1.67,0.3,0.09,0.21,0.001000000000000112
2023-11-10 09:00:00,-1.664,0.9,0.09,0.81,0.006000000000000005
2023-11-10 10:00:00,-1.666,1.3,0.09,1.21,-0.0020000000000000018
2023-11-10 11:00:00,-1.668,3.0,0.06,2.94,-0.0020000000000000018
2023-11-10 12:00:00,-1.671,2.0,0.18,1.82,-0.0030000000000001137
2023-11-10 13:00:00,-1.67,0.005,0.33,-0.325,0.001000000000000112
2023-11-10 14:00:00,-1.666,1.0,0.15,0.85,0.0040000000000000036
2023-11-10 15:00:00,-1.651,0.005,0.05,-0.045000000000000005,0.014999999999999902
2023-11-10 16:00:00,-1.692,0.4,0.0,0.4,-0.040999999999999925
2023-11-10 17:00:00,-1.675,0.3,0.0,0.3,0.016999999999999904
2023-11-10 18:00:00,-1.669,0.1,0.0,0.1,0.006000000000000005
2023-11-10 19:00:00,-1.662,0.0,0.0,0.0,0.007000000000000117
2023-11-10 20:00:00,-1.668,0.005,0.0,0.005,-0.006000000000000005
2023-11-10 21:00:00,-1.673,0.005,0.0,0.005,-0.0050000000000001155
2023-11-10 22:00:00,-1.678,0.0,0.0,0.0,-0.004999999999999893
2023-11-10 23:00:00,-1.659,0.0,0.0,0.0,0.018999999999999906
2023-11-11 00:00:00,-1.658,0.005,0.0,0.005,0.001000000000000112
2023-11-11 01:00:00,-1.658,0.5,0.0,0.5,0.0
2023-11-11 02:00:00,-1.66,0.3,0.0,0.3,-0.0020000000000000018
2023-11-11 03:00:00,-1.696,0.1,0.0,0.1,-0.03600000000000003
2023-11-11 04:00:00,-1.713,0.2,0.0,0.2,-0.017000000000000126
2023-11-11 05:00:00,-1.68,0.2,0.0,0.2,0.03300000000000014
2023-11-11 06:00:00,-1.669,0.0,0.0,0.0,0.010999999999999899
2023-11-11 07:00:00,-1.667,1.1,0.01,1.09,0.0020000000000000018
2023-11-11 08:00:00,-1.665,0.4,0.03,0.37,0.0020000000000000018
2023-11-11 09:00:00,-1.715,0.005,0.19,-0.185,-0.050000000000000044
2023-11-11 10:00:00,-1.68,0.0,0.29,-0.29,0.03500000000000014
2023-11-11 11:00:00,-1.686,0.0,0.23,-0.23,-0.006000000000000005
2023-11-11 12:00:00,-1.668,0.0,0.3,-0.3,0.018000000000000016
2023-11-11 13:00:00,-1.669,0.005,0.18,-0.175,-0.001000000000000112
2023-11-11 14:00:00,-1.67,0.005,0.07,-0.065,-0.0009999999999998899
2023-11-11 15:00:00,-1.671,0.0,0.02,-0.02,-0.001000000000000112
2023-11-11 16:00:00,-1.728,0.0,0.0,0.0,-0.05699999999999994
2023-11-11 17:00:00,-1.702,0.0,0.0,0.0,0.026000000000000023
2023-11-11 18:00:00,-1.681,0.0,0.0,0.0,0.020999999999999908
2023-11-11 19:00:00,-1.68,0.0,0.0,0.0,0.001000000000000112
2023-11-11 20:00:00,-1.68,0.0,0.0,0.0,0.0
2023-11-11 21:00:00,-1.679,0.0,0.0,0.0,0.0009999999999998899
2023-11-11 22:00:00,-1.679,0.0,0.0,0.0,0.0
2023-11-11 23:00:00,-1.679,0.005,0.0,0.005,0.0
2023-11-12 00:00:00,-1.678,0.1,0.0,0.1,0.001000000000000112
2023-11-12 01:00:00,-1.676,0.0,0.0,0.0,0.0020000000000000018
2023-11-12 02:00:00,-1.677,0.0,0.0,0.0,-0.001000000000000112
2023-11-12 03:00:00,-1.714,0.0,0.0,0.0,-0.03699999999999992
2023-11-12 04:00:00,-1.704,0.0,0.0,0.0,0.010000000000000009
2023-11-12 05:00:00,-1.698,0.005,0.0,0.005,0.006000000000000005
