Time,Waterniveau (m NAP)
2025-04-16 16:00:00.000,-3.298
2025-04-16 16:28:09.129,-3.302
2025-04-16 16:29:09.536,-3.301
2025-04-16 16:30:10.007,-3.3
2025-04-16 16:31:11.216,-3.297
2025-04-16 16:32:11.854,-3.304
2025-04-16 16:33:12.291,-3.298
2025-04-16 16:34:12.697,-3.302
2025-04-16 16:35:13.104,-3.301
2025-04-16 16:36:13.510,-3.302
2025-04-16 17:00:00.000,-3.302
2025-04-16 18:00:00.000,-3.314
2025-04-16 19:00:00.000,-3.309
2025-04-16 20:00:00.000,-3.321
2025-04-16 21:00:00.000,-3.319
2025-04-16 22:00:00.000,-3.326
2025-04-16 23:00:00.000,-3.329
2025-04-17 00:00:00.000,-3.331
2025-04-17 01:00:00.000,-3.333
2025-04-17 02:00:00.000,-3.331
2025-04-17 03:00:00.000,-3.333
2025-04-17 04:00:00.000,-3.331
2025-04-17 05:00:00.000,-3.33
2025-04-17 06:00:00.000,-3.33
2025-04-17 07:00:00.000,-3.339
2025-04-17 08:00:00.000,-3.331
2025-04-17 09:00:00.000,-3.338
2025-04-17 10:00:00.000,-3.34
2025-04-17 11:00:00.000,-3.341
2025-04-17 12:00:00.000,-3.337
2025-04-17 13:00:00.000,-3.338
2025-04-17 14:00:00.000,-3.333
2025-04-17 15:00:00.000,-3.338
2025-04-17 16:00:00.000,-3.342
2025-04-17 17:00:00.000,-3.338
2025-04-17 18:00:00.000,-3.33
2025-04-17 19:00:00.000,-3.332
2025-04-17 20:00:00.000,-3.334
2025-04-17 21:00:00.000,-3.333
2025-04-17 22:00:00.000,-3.333
2025-04-17 23:00:00.000,-3.339
2025-04-18 00:00:00.000,-3.341
2025-04-18 01:00:00.000,-3.34
2025-04-18 02:00:00.000,-3.343
2025-04-18 03:00:00.000,-3.342
2025-04-18 04:00:00.000,-3.344
2025-04-18 05:00:00.000,-3.343
2025-04-18 06:00:00.000,-3.34
2025-04-18 07:00:00.000,-3.34
2025-04-18 08:00:00.000,-3.343
2025-04-18 09:00:00.000,-3.337
2025-04-18 10:00:00.000,-3.346
2025-04-18 11:00:00.000,-3.353
2025-04-18 12:00:00.000,-3.347
2025-04-18 13:00:00.000,-3.35
2025-04-18 14:00:00.000,-3.35
2025-04-18 15:00:00.000,-3.347
2025-04-18 16:00:00.000,-3.348
2025-04-18 17:00:00.000,-3.346
2025-04-18 18:00:00.000,-3.341
2025-04-18 19:00:00.000,-3.346
2025-04-18 20:00:00.000,-3.344
2025-04-18 21:00:00.000,-3.342
2025-04-18 22:00:00.000,-3.346
2025-04-18 23:00:00.000,-3.342
2025-04-19 00:00:00.000,-3.344
2025-04-19 01:00:00.000,-3.34
2025-04-19 02:00:00.000,-3.34
2025-04-19 03:00:00.000,-3.347
2025-04-19 04:00:00.000,-3.338
2025-04-19 05:00:00.000,-3.344
2025-04-19 06:00:00.000,-3.341
2025-04-19 07:00:00.000,-3.34
2025-04-19 08:00:00.000,-3.342
2025-04-19 09:00:00.000,-3.343
2025-04-19 10:00:00.000,-3.34
2025-04-19 11:00:00.000,-3.339
2025-04-19 12:00:00.000,-3.338
2025-04-19 13:00:00.000,-3.333
2025-04-19 14:00:00.000,-3.34
2025-04-19 15:00:00.000,-3.338
2025-04-19 16:00:00.000,-3.333
2025-04-19 17:00:00.000,-3.333
2025-04-19 18:00:00.000,-3.336
2025-04-19 19:00:00.000,-3.329
2025-04-19 20:00:00.000,-3.329
2025-04-19 21:00:00.000,-3.332
2025-04-19 22:00:00.000,-3.333
2025-04-19 23:00:00.000,-3.324
2025-04-20 00:00:00.000,-3.328
2025-04-20 01:00:00.000,-3.325
2025-04-20 02:00:00.000,-3.327
2025-04-20 03:00:00.000,-3.33
2025-04-20 04:00:00.000,-3.324
2025-04-20 05:00:00.000,-3.322
2025-04-20 06:00:00.000,-3.327
2025-04-20 07:00:00.000,-3.324
2025-04-20 08:00:00.000,-3.325
2025-04-20 09:00:00.000,-3.33
2025-04-20 10:00:00.000,-3.325
2025-04-20 11:00:00.000,-3.325
2025-04-20 12:00:00.000,-3.326
2025-04-20 13:00:00.000,-3.328
2025-04-20 14:00:00.000,-3.326
2025-04-20 15:00:00.000,-3.326
2025-04-20 16:00:00.000,-3.328
2025-04-20 17:00:00.000,-3.322
2025-04-20 18:00:00.000,-3.324
2025-04-20 19:00:00.000,-3.323
2025-04-20 20:00:00.000,-3.318
2025-04-20 21:00:00.000,-3.325
2025-04-20 22:00:00.000,-3.329
2025-04-20 23:00:00.000,-3.328
2025-04-21 00:00:00.000,-3.327
2025-04-21 01:00:00.000,-3.331
2025-04-21 02:00:00.000,-3.329
2025-04-21 03:00:00.000,-3.324
2025-04-21 04:00:00.000,-3.325
2025-04-21 05:00:00.000,-3.33
2025-04-21 06:00:00.000,-3.33
2025-04-21 07:00:00.000,-3.328
2025-04-21 08:00:00.000,-3.336
2025-04-21 09:00:00.000,-3.328
2025-04-21 10:00:00.000,-3.329
2025-04-21 11:00:00.000,-3.331
2025-04-21 12:00:00.000,-3.332
2025-04-21 13:00:00.000,-3.334
2025-04-21 14:00:00.000,-3.332
2025-04-21 15:00:00.000,-3.33
2025-04-21 16:00:00.000,-3.338
2025-04-21 17:00:00.000,-3.337
2025-04-21 18:00:00.000,-3.336
2025-04-21 19:00:00.000,-3.336
2025-04-21 20:00:00.000,-3.338
2025-04-21 21:00:00.000,-3.334
2025-04-21 22:00:00.000,-3.348
2025-04-21 23:00:00.000,-3.357
2025-04-22 00:00:00.000,-3.369
2025-04-22 01:00:00.000,-3.371
2025-04-22 02:00:00.000,-3.374
2025-04-22 03:00:00.000,-3.376
2025-04-22 04:00:00.000,-3.366
2025-04-22 05:00:00.000,-3.372
2025-04-22 06:00:00.000,-3.375
2025-04-22 07:00:00.000,-3.367
2025-04-22 08:00:00.000,-3.377
2025-04-22 09:00:00.000,-3.377
2025-04-22 10:00:00.000,-3.373
2025-04-22 11:00:00.000,-3.384
2025-04-22 12:00:00.000,-3.379
2025-04-22 13:00:00.000,-3.378
2025-04-22 14:00:00.000,-3.38
2025-04-22 15:00:00.000,-3.377
2025-04-22 16:00:00.000,-3.38
2025-04-22 17:00:00.000,-3.376
